region,listing_no,listing_title,point_name,point_type,latitude,longitude,os_grid_ref,access_notes,description,category
Lancashire & Yorkshire,26,"Wade's Causeway, Stape",Wade's Causeway,main,54.3706,-0.7591,SE807979,,"Paved with flints and running for over a kilometre across Wheeldale Moor, Wade's Causeway is one of the best-preserved stretches of ancient road in Britain. According to legend it was laid down by the giant Wade and his wife Bel, who carried the stones in her apron. The causeway allowed Bel to cross the moor easily and tend her equally gigantic cow, as well as connecting her stronghold at Pickering with the castle Wade built at Mulgrave Woods. Just north of the moors, near the coast, a solitary standing stone in a field near Goldsborough is known as Wade's Stone. It is said to mark the head of Wade's grave, while a recumbent stone in a field over a kilometre away near East Barnby marks its foot – a testament to Wade's immense size. Supernatural phenomena in the vicinity of Wade's Stone have been reported and the stone itself is said to release a mysterious energy. According to one theory, Wade existed and was a tall Saxon nobleman, but he also appears in Nordic mythology as a mighty demigod and father of Wayland the Smith (see Wayland's Smithy). South of Wade's Causeway a road passes Old Wives' Well, a natural spring located on the edge of a forestry plantation at Stape. This roofed, stone chamber displays a rough inscription, 'Nattie Fontein', on the front. Some have suggested this is a corruption of Fontana Natalis, Latin for 'birth spring' and could refer to the birth of the sun at the winter solstice, or to some ancient association with fertility. The 'Old Wife' of the well may have been the giantess Bel, but whatever its origins, it is likely this well has been a focus of female ritual activity since ancient times, and the clootie ribbons hanging in the surrounding trees show that people still recognise its magic.",earthworks
Lancashire & Yorkshire,26,"Wade's Causeway, Stape",Old Wives' Well,nearby_feature,54.3360,-0.7799,SE794940,holy well,"South of Wade's Causeway a road passes Old Wives' Well, a natural spring located on the edge of a forestry plantation at Stape. This roofed, stone chamber displays a rough inscription, 'Nattie Fontein', on the front.",wells
Lancashire & Yorkshire,26,"Wade's Causeway, Stape","Wade's Stone, Goldsborough",nearby_feature,54.5182,-0.7201,NZ829144,standing stone,"Just north of the moors, near the coast, a solitary standing stone in a field near Goldsborough is known as Wade's Stone. It is said to mark the head of Wade's grave, while a recumbent stone in a field over a kilometre away near East Barnby marks its foot – a testament to Wade's immense size.",standing stones
Lancashire & Yorkshire,26,"Wade's Causeway, Stape","Recumbent stone, East Barnby",nearby_feature,54.5056,-0.7189,NZ830130,private land; recumbent stone,"It is said to mark the head of Wade's grave, while a recumbent stone in a field over a kilometre away near East Barnby marks its foot – a testament to Wade's immense size.",standing stones
Lancashire & Yorkshire,26,"Wade's Causeway, Stape",Pickering,nearby_feature,54.2503,-0.7757,SE798845,bel's stronghold,"The causeway allowed Bel to cross the moor easily and tend her equally gigantic cow, as well as connecting her stronghold at Pickering with the castle Wade built at Mulgrave Woods.",other
Lancashire & Yorkshire,26,"Wade's Causeway, Stape",Trailhead Parking,trailhead,54.3641,-0.7656,SE803972,1km,Trailhead / parking for Wade's Causeway (1km).,earthworks
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",White Mare Crag,main,54.246221,-1.226003,SE505836,,"The imposing limestone cliffs that run from Roulston Scar to White Mare Crag stand at the entrance to the North York Moors in a truly a legendary landscape. Rich in folklore, with magical atmospheric settings and stunning views from clifftop footpaths, this area is a must for lovers of myth and mystery. Standing proud of Roulston Scar across the valley lies dramatic, conical Hood Hill, thought to be a place where Druids performed sacrificial rites on a stone altar. Christian priests reputedly drove out the Druids, and also the Devil who left his footprint on a rock. An ancient earthwork on the summit, which resembles a fairy fort, has a magical atmosphere and there are views across a thickly wooded valley – sometimes referred to as the Devil's Leap – to the cliffs of Roulston Scar. Hidden away at the foot of these cliffs is a cave known as the Devil's Parlour, indicating a connection and a sacred alignment between the two. It's also possible that the original inhabitant of the Devil's Parlour was a hob or similar spirit (see Hobthrush Hall). On the northern side of Sutton Bank, White Mare Crag appears in several local legends featuring a white horse. In one story the Devil, disguised as an abbot, tricked a knight called Sir Harry into mounting his white horse and riding to his death. When the beast rode over the cliff, the Devil laughed at him mockingly. In another story, the Devil rode his white horse over the cliff and the impact of the landing created what later became Lake Gormire. Lying beneath the waters of Lake Gormire itself, is a legendary drowned village with associated stories of people hearing the eerie ringing of church bells emanating from far below, or seeing spires and rooftops while passing over the surface. Lake Gormire, its surface completely still, is also reputed to have been created by a great earthquake. Some say it is bottomless while others believe there is a secret underground spring which caused a goose that was sucked under its surface to reappear in a well faraway, devoid of feathers! At one point, huge chunks of stone fell from White Mare Crags creating a massive jumble of megalithic blocks and hidden among them is the tiny entrance to a large underground chamber known locally as the Fairies' Parlour. Legends of the White Mare are further recalled in the huge outline of the Kilburn White Horse carved into the chalk hillside on the southern flank of Roulston Scar in the 19th century, and also in an old prophesy which states:
'When Gormire riggs are covered in hay,
The White Mare of Whitestonecliff shall bear it away.'",wild places
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",Hood Hill,nearby_feature,54.2262,-1.2291,SE503814,druid altar site,"Standing proud of Roulston Scar across the valley lies dramatic, conical Hood Hill, thought to be a place where Druids performed sacrificial rites on a stone altar. Christian priests reputedly drove out the Druids, and also the Devil who left his footprint on a rock.",hills
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",Trailhead (Hood Hill),trailhead,54.2188,-1.2127,SE514806,2km,Trailhead / parking for Hood Hill (2km).,hills
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",Devil's Parlour,nearby_feature,54.2276,-1.2161,SE512816,no paths at end; cave,"Hidden away at the foot of these cliffs is a cave known as the Devil's Parlour, indicating a connection and a sacred alignment between the two. It's also possible that the original inhabitant of the Devil's Parlour was a hob or similar spirit (see Hobthrush Hall).",caves
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",Lake Gormire,nearby_feature,54.2422,-1.2272,SE504832,drowned-village lake,"Lying beneath the waters of Lake Gormire itself, is a legendary drowned village with associated stories of people hearing the eerie ringing of church bells emanating from far below, or seeing spires and rooftops while passing over the surface. Lake Gormire, its surface completely still, is also reputed to have been created by a great earthquake.",natural water features
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",Fairies' Parlour,nearby_feature,54.2454,-1.2229,SE507835,secret / secluded; cave,"At one point, huge chunks of stone fell from White Mare Crags creating a massive jumble of megalithic blocks and hidden among them is the tiny entrance to a large underground chamber known locally as the Fairies' Parlour.",caves
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",Kilburn White Horse,nearby_feature,54.2248,-1.2128,SE514812,hill figure,Legends of the White Mare are further recalled in the huge outline of the Kilburn White Horse carved into the chalk hillside on the southern flank of Roulston Scar in the 19th century.,other
Lancashire & Yorkshire,27,"White Mare Crag & Roulston Scar, Sutton-Under-Whitestonecliffe",Trailhead Parking,trailhead,54.2409,-1.2091,SE516830,1.7km; £,Trailhead / parking for White Mare Crag (1.7km).,wild places
Lancashire & Yorkshire,28,"Whorl Hill, Whorlton",Whorl Hill,main,54.4155,-1.2408,NZ493024,,"Long ago, the village of Sexhow was terrorised by a fearsome worm (dragon) that demanded the milk of nine cows daily. If this was not delivered it would uncoil itself from Whorl Hill and blow its poisonous breath across the fields to ruin the crops. Eventually a passing knight confronted the dragon and killed it. For many years afterwards its scaly hide was preserved in the local church. This is one of a number of dragon legends associated with North Yorkshire featuring large serpent-like beasts, known locally as worms, that usually had a taste for livestock and pretty young women. At Nunnington, a fire-breathing worm ruined a midsummer festival by carrying off a maiden who was later devoured in its lair at Loschy Hill. The knight Sir Peter Loschy vowed to destroy the worm, clad in spiked armour. Although the spikes and the knight's sword slashes did indeed maim the worm, its wounds healed almost instantly so it fell to his faithful hound to snatch up pieces of the worm and bear them away to prevent them joining together again. The worm was destroyed but unfortunately for Sir Peter its poison had transferred to his dog, who licked the knight's face. Both man and hound fell down dead and Sir Peter was buried in the church at Nunnington where a carved effigy of a knight with an animal at his feet was believed to represent him. At Slingsby the church contains the tomb of another dragon-slayer, Sir William Wyvill who was said to have been killed in battle, along with his dog, by a worm with a taste for young women. Meanwhile at Filey a much larger worm reputedly drowned in the bay while trying to wash its teeth. Its bones formed the stony reef of Filey Brigg, which extends many hundreds of metres out to sea.",hills
